COMPANY;GAME;COMMENTARY TITLE;COMMENTARY;RATE;DATE;GENERAL OPINION ABOUT THE COMMENTARY
CD Projekt RED;Cyberpunk 2077;Excellent;This game is.... well, AMAZING. The wait was worth it, even though it did kinda suck... We have great graphics with an overall great story (and Keanu Reeves which is just another plus). Thus far I have no complaints.;10/10;10 December 2020;63 out of 112 found this helpful.
CD Projekt RED;Cyberpunk 2077;Changed my mind :) After negative review;Uh, man do I need to take back my words. After writing negative review a took time to play through again and noticed what made me loose track of the game story. After secind play I've noticed you need to follow certain "rules". For example - if you want one route you need to finish specific quests and stick with a certain path. If you jump from mission to mission things can become unlogical and detached in terms of story. Game is good, much much better than I first thought. No matter the ending (except the pistol one), all endings are interesting. You just stick with one storyline, don't jump here and there, and it will make sense. The game is both straight forward or chaotic since everything is there for you to play but if you for example stick with Panams track or Rouge, you get logical storyline.;10/10;6 November 2022;12 out of 17 found this helpful.
CD Projekt RED;Cyberpunk 2077;I wish they delayed it further back;CyberPunk 2077 is one of the most immersive games I've played in the past year, it is also the buggiest game I've played in a long time. The game doesn't feel finished, it has pop in issues, cars blowing up for no reason, I can't see my own guns half the time, I've seen more trees in the game than I have in real life, that is exaggerated but I can see trees across the world from me as they exist on this plane of sight that is jaw dropping in it's stupidity and also in my 25 hours of gameplay I've experienced 5 crashes. I'm amazed as to how a game can be in development for so long and turn out this way and I can't recommend it at the current $60 asking price for PC. I can't imagine what it's like on console. I would pass until they've fixed the bugs and issues that are in the game.;6/10;13 December 2020;50 out of 65 found this helpful.
CD Projekt RED;Cyberpunk 2077;A savage reception that needs a fairer perspective - credit where it's due;Its a crying shame that the release of this game was faced with so many bugs, problems, issues and mess ups that detract from the sheer brilliance of this game. I've been blown away by Cyberpunk 2077. I was fortunate not to experience many of the issues that other users have had, only minor, comical on occasion, mishaps, but despite this I was enthralled by its virtues throughout. I didn't get too bogged damn in the usually monogamy of the filler content standard in games such as this, delving instead into the storyline and was hooked immediately. Got to say, this was written like nothing I've seen on TV, games or many of the movies that get so much hype today - exceeding them all, truly masterful. Acting by the cast is spot on. I'm not exaggerating at all, the story, characters and script of the main story line (and associated side quests) are phenomenal. What a reward to see the less bleak storyline finales play out because the bad, twisted and quite frankly horrifying epilogues chilled me to the bone. I'm gutted that the developers (and co) were pushed for completion so recklessly, resulting in commitments that didn't allow for the end user experience promised. Gutted mainly because the subsequent reception generally ignore or detract from the amazing wonders Cyberpunk has achieved. I was fortunate. my experience was epic. The gameplay, sound, the pace superb, the depth of character development, the investment of the numerous people that cohabitate the rich world of night city really left me moved and satisfied with the experience. The things they did get right are incredible. I spent hours marvelling at the intricacy and sheer ambition of the cityscape, the raunchy ads that give a disturbing possibility of the status quo to come, the dystopian savagery of one very possible future the next generation may experience. I'm blown away by this title. What an experience. I truly hope all the hardship the development team has faced eases and is replaced with the respect and credit they deserve.;8/10;27 January 2021;9 out of 12 found this helpful.
CD Projekt RED;Cyberpunk 2077;Excellent story/characters/quests, flawed sandbox;I'd put the Witcher 3 up there with my top ten games of all times, a serious contender for the best written RPG I've ever played, competing against Planescape: Torment and Knights of the Old Republic 2.After the triumph of Wild Hunt, the hype for this new release of CD Projekt RED was insane, which is leading to strongly mixed reactions. Eight MILLION preorders is an incredible result. however, a certain part of the fandom seems to be receiving this as well as the last season of Game of Thrones, churning out scornful memes at impressive speed.I've read console versions have important issues in terms of visuals and stability. On my PC no complaints on the matter, the game looks neat and I've encountered no major bugs.More than a cyberpunk Witcher 3, however, this feels like Deus Ex: Night City.Writing is typically fine, both in the main and secondary quests, with memorable characters and solid dialogues anchored by strong voice acting. CD Projekt RED has a knack for creating NPCs far more interesting than the usual quest-delivering puppets.What doesn't work? Well, the open world sandbox element of the game lacks immersion and feels rushed compared to, say, Red Dead Redemption 2, which came out two years ago. Night City is vast and looks impressive (I particularly like its verticality) but kinda feels empty, because NPC (and vehicle) AI is lacking and, well, there's not a lot to do other than quests. Some features reek of cutting corners, like the awful police AI: when a crime is committed a bunch of angry cops will spawn behind you like law-enforcing, trigger-happy ghosts and start shooting. It's so rough compared to the sophisticated reactions of lawmen in RDR2.My advice: if you liked, say, Deus Ex: Human Revolution and want to play this on PC for the story and characters, Cyberpunk is strongly recommended. If you crave an immersive sandbox cyberpunk experience ("GTA 2077: Blade Runner"), wait for new patches and see.;7/10;13 December 2020;24 out of 38 found this helpful.
CD Projekt RED;Cyberpunk 2077;A technical Disaster on Consoles;Playing it on PS4, i decided to buy it for PS4 because i was hyped like never before, but i have should waited for PS5, it's unplayable, it feels and looks like a 10 year old game... i will wait for the free Upgrade to play it... P.s.: sorry for my english, i'm not a native speaker, but wanted to write it in english to reach more people.;1/10;10 December 2020;103 out of 172 found this helpful.
CD Projekt RED;Cyberpunk 2077;Better than I expected and hoped;Just imagine, waiting for the game to come out for eight years, and when it does it exceeds all your expectations. There was an indescribable feeling when I just turned it on. Honestly, I actually cried. This is exactly what I wanted to see. Incredible graphics, vast opportunities for the customization of your character, global detailing of the smallest and seemingly unnecessary objects, comprehensible gameplay and of course THE DIALOGUES and their INFLUENCE ON THE GAMEPLAY. At moments moments like this, you understand that you have not waited for this game for so long in vain. There have not been such a number of innovations in a single game for a very long time. This is the new generation Half-life. New engine, awesome visuals, brilliant plot. On the downside of things the game is still pretty raw, since it just came out. But, I believe, gradually, the developers will fix everything, so you shouldn't worry about that too much.;10/10;10 December 2020;57 out of 105 found this helpful.
CD Projekt RED;Cyberpunk 2077;Loved it!;I played this game on release after waiting through its many delays and was happy with how it turned out. For my first time going through the game I chose the Corpo life path which was very enjoyable. My main complaints about the game are the dialogue: each character talks a lot about fictional technology which can really make conversations feel long and boring, the combat: it isn't bad, it's just mediocre, the range of weapons is great the ways you can use them is as well, the hand to hand combat is dreadful(probably the worst in any game ever but it can be avoided), the bugs: now, this is everyone's biggest complaint but personally I haven't seen any game breaking bugs yet and I have played through the whole game, I have only had some minor bugs that I can laugh off. Right, the good parts of the game is definitely the story. I adore the story, it's so interesting and the fact that it can change for people is incredible, it makes the game very replay able and my ending was so satisfying. The start of the game is also great and gave and great feel for it. The middle part was alright, there was some speed bumps which can be expected when squeezing in a lot of information in a limited time. The characters are also amazing. I've heard some people say that Keanu Reeves character, Johnny Silverhand, was dry, but I loved the chemistry between him and V. The other smaller characters where great as well, especially Jackie. If the game was released without any glitches it could have been one of the many greats! 8/10 get past the frame rate and bugs and simply play for the story and characters.;8/10;29 December 2020;10 out of 15 found this helpful.
CD Projekt RED;Cyberpunk 2077;A real work of art.;This review is odd. I can honestly say this game is still broken in some ways. But story wise this might just be 10/10. I played it when it was releaced, from start to finish (including 99% of extra. The game in the beginning was not that bad. People where abit to harsh. This game is huge. Every thing looking hella good. Already on release I would have gave it a 10/10. So now (if anyone is reading this)... I just played thro the entire game again. Diffrent character also a female (was a dude last time). The thing with this story, its so amazing that you make your "own" choices and the choices change the game and how it feels. Alltho you can say its all scripted, yeah ofc it is. But it does not feel like it when you play. The beginning of the game is kinda odd and feels abit rushed but thats only like 1% of the game. If you have not tryed this game and only heard the bad things its perhaps hard to understand but to me: This is one of the best games I have ever played, if not the best "Story based game" I have ever played.Maybe I will comeback in a few years and try it again. But from my 2 times playing the entire game (160+hours ingame). I can only say that this is one hell of a game. Story wise nothing comes close. Thx for reading my ramble. Have a nice day/evening/night choom.;10/10;12 November 2022;8 out of 12 found this helpful.
CD Projekt RED;Cyberpunk 2077;I will stick by this games side until the day I die;Let's get one thing straight, yes this game has bugs and glitches. But that's what updates are for, to fix things. Do you think CDPR wanted to make a game full of bugs? I mean look at Fallout: New Vagas, Skyrim, and hell even the first Red Dead Redemption has many bugs. The people who worked on this took 8 years out of their live to give you entertainment they put their heart and soul into it. They didn't take the short cut like Anthem or Mass Effect: Andromeda. Give this game a chance. If you look past the bugs you'll get an incredible game with an amazing story, stunning graphics, great characters, fun combat, and a blood pumping sound track to listen as you drive in night city. The game isn't in the best place right now. But CDPR will fix it. It even might pull a "No Mans Sky." I don't care if I'm the only person to say this: I love this game.;10/10;27 July 2021;9 out of 14 found this helpful.
CD Projekt RED;Cyberpunk 2077;Cyberpunk 2077 Could Have Been Something Special But Its Still Pretty Good Despite the Bugs;The potential Cyberpunk 2077 had was amazing. Between the marketing material, how amazing the world looked and the hype somehow reaching another level, I pre-ordered and even bought the strategy guide. If you've been following the game, you know how things went upon launch. It was a complete horror show between the backlash from the community and all the memes and videos with some truly mind boggling glitches. CD Projekt Red's stock tanked and the game earned some special company with the infamy it created (Cyberpunk 2076 anyone?). Is it still worth picking up despite all the issues? I would say yes but with a few caveats that I will list below.Are the glitches and performance as bad as you've heard? Yes... Unfortunately they are. I was beyond excited and despite reports of the game being a buggy mess... it only delayed me playing it for a few weeks. I still was tempted enough to fire it up. It crashed on me several times and key components like environments and certain characters took minutes to render instead of being ready instantaneously. I got caught in buildings that were broken enough to let me in but the doors wouldn't open to let me out and I fell out of the map a few times. The phone segments and the driving were the worst. But as much as I could continue to just list flaw after flaw, I did just get used to it and accept it. The game is good enough to overcome and after a trial by fire period, it became an almost non-issue. It was worth it in the end but I can't blame people for being upset or returning the game.I want to get the negatives out of the way so I'll just touch on how the gameplay was overhyped. 2077 was touted as the revolution in open world RPG gaming, as the true game changer and it didn't have nearly as many features as it was advertised to have. It does have excellent elements in it but between building up your character, the missions or how interactive the world was, I had seen most of it before. With the futuristic environment, it was in some pretty packaging but most parts were familiar instead of awe inducing. It was still entertaining but it wasn't something that re-invented wheel for a sandbox mercenary game.Getting to what I did enjoy about the game, Cyberpunk does have an involving story to tell. You get to pick V's origin story (another game element that didn't matter much in the end) but his journey through his ups and downs in Night City has a lot of fun, a ton of action and some surprisingly emotional moments. While it does start with the big heist gone bad (a familiar plot beat if you've played one of these types of games before) but between his relationship with Johnny Silverhand (a fun but vocally stunted performance by Keanu Reeves) and joining up with characters like Panam, Judy, Takemura and River, there's lots to explore and enjoy with their missions and their interplay. The game has a colourful cast of characters and while the main campaign is surprisingly short, with the side missions, gigs and cyberpsycho attacks, there's more than enough content to keep you busy in Night City.The characters actually develop and change with the beats of the story, V's love/hate relationship with Johnny and their dynamic might have been the most unique element of the game. How you can affect the game's story also had an impact. It was cool to be able to take different directions, talk my way out of conflict and pick how to deal with potential friends and enemies throughout the game. While some games champion choice as part of their narrative, Cyberpunk does back up that claim. You can fail missions and the story will keep going, save a life here that can benefit you later or sneak in and out of a compound without having to touch a weapon. You can play it your way and while that's not a entirely fresh idea, it is executed well here.For all the graphical and rendering issues, this world still is beautiful when the game functions properly. Going from district to district, each part of the city is fun to interact with and has fun stylistic shifts. There's a huge disparity in Night City of who lives and works in each area, you can go from the City Center to the Badlands and the environment is completely different. You also have some cool designs from some of the gangs, the maelstrom gang being flunkies who go beyond normal cyber modification to the animals who reject the same modification and become steroid toting hulk knockoffs. There's a lot of variety in the game and you can tell there was a ton of hours put into re-imagining our world in this neon dystopia lens.Despite all the hate and the problems, Cyberpunk is still a game worth spending your time on. The story, characters and the world are worth the investment even if the game was released too early and needed to be cleaned up. I don't blame fans for being outraged, not everyone can afford a top shelf PC or a next gen console (which at this point in time is not readily available either, so if the game is primarily sold on the older systems, its reasonable for people to expect it to work). While games are rarely glitch free these days, these types of bugs are pretty hard to explain away. Give it a shot with some lowered expectations, maybe wait until they've released some of the patches to improve your experience and hopefully you can get it at a lower price point. Unless you've got some impressive gaming hardware, in that case go nuts.;8/10;14 January 2021;9 out of 14 found this helpful.
CD Projekt RED;Cyberpunk 2077;A game that could've been huge.;Cyberpunk 2077 is a game that was obviously conjured up to be a huge platinum, AAA hit and that, for not totally clear reasons, it fell very short of achieving that.The best way I could describe it would be this: imagine that the game was very well thought-out, a lot of resources and creativity put into it to make sure good ideas were concepted and developed, a very solid base laid out in terms of the overarching structure and design of the whole product but that, at some point, the budget was pulled from the game and developers ordered to wrap it up for deployment in the cheapest, quickest way possible with whatever resources they had at the time.The whole game and most individual aspects of it feel wide but not deep. Everything about Cyberpunk 2077 feels fine but very few things feel fully realized.Let's take Night City, the actual place the story takes place in, as an example. When you are in the outskirts of town and you look at the city from afar, it looks majestic. When you get close to that cityscape and look the faces of those very same buildings from a close distance, things start to feel off. When you are down on street level and look up towards the tall skyscrapers all the way from below, it looks amazing but when you actually want to climb or interact with those skyscrapers, you're denied of that. At first glance, everything is nicely-modeled, detailed, realistic, intriguing and inviting but on closer inspection, disappointment takes the wheel. Even the initial quests and introductory areas really conjure up the notion that you're in a vast, unexplored world that's alive and that has a ton of things to see and experiences to enjoy. A few minutes later, however, when you actually walk down the streets of the town and are left to free roam, everything feels incredibly generic and empty. In the first firefight, the level layout is engaging, there are many tactics to approach it and there's a sense of imminent danger. When bullets start flying, you can shoot pieces of plaster and concrete off the walls really allowing you to appreciate a sophisticated and promising physics systems that would make any battle much more interesting and satisfying. Yet all of these promises get diluted very quickly and the rest of the game has nothing to do with the initial impressions.It's hard to put a finger on what exactly creates this disappointing vibe. Whatever the cause, I take a look at the game world and it's very clear that this was set up to be a huge game with a lot of content and high quality subsystems but for some reason this vision was left unrealized. All pedestrians do one thing: walk in a straight line, 90% of the buildings you can't go into, as if they were made of cardboard, highways and avenues are, at times, populated with only one or two cars and so on and so forth.This phenomenon also trickles down to the actual missions and gameplay content. Most side-missions are just 'steal that', 'hack this computer', 'kill this NPC' and they become stale, repetitive, very easily. Also, they have pretty much no impact on anything tangible other than the self-contained experience of completing that mission. Dialogues? More of the same: most conversation choices are absolutely irrelevant and seemingly penned in as an after-thought to create some illusion of player interaction and choice. Even on missions where you are required to do things stealthily, if you don't, the only consequence is the quest-giver saying "hey, you're a disappointment" but rewarding you (albeit with a bit less money) for finishing the mission and calling it complete regardless.Character development? Same deal-o. Yes, there was clearly some thought put into romance routes with different characters but all those scenarios feel like sketches of what they were meant to be. You can romance a character, have sex with them and all but confess your love for them and a couple hours later they are with you on the phone speaking distantly as if you had just met. Skill trees and character customization? Yup! There's like 10, 12 different skill trees and, save a few notable exceptions, they sure as hell don't feel like they mold or specialize your character into anything separate from any other character.Let me beat the proverbial dead horse for the last time: there's this quest, right? One of those staple secondary questlines in modern RPGs you are introduced to very early on in the game, a pursue-at-your-own-leisure type of deal. We all know the kind. In this particular one, you have to fight a bunch of different opponents in street fights and, eventually, reach a big bad boss. When you finally beat him, nothing really happens. Yes, you are given some money. Yes, one NPC says "hey, good job!", but that's it. Even the NPC that hands you the quest and keeps tabs on progress through it all says absolutely nothing at the culmination of it. It's so abrupt and anticlimactic that a lot of people took to Google in search for answers having the same thoughts: "the quest must have bugged out" or "there must be a glitch where the dialogue for the finishing of the quest didn't trigger". But no: it's just the way it is haphazardly implemented.There's definitely a pattern: the foundations for most aspects of the game are great and solid but something happened along the way and Cyberpunk 2077 became a rushed, unfinished, empty product instead of an honest labor of love. By the way, this company clearly knows how to make a hugely successful, beautiful game: they've done it with the The Witcher series. It's clearly not a matter of expertise or know-how. What's also clear is that the game was going to be bigger and better than what we actually got.Having said all this, I still believe you should play this game through, at least once, if nothing else, for the main story.From a technical standpoint, we all know the release for this game was awful and unplayable for some people, but as of today, in patch version 1.3 the game is playable. It still is glitchy and frustrating at times, but it's stable: just had literally two crashes in more than 60 or 70 hours of playtime and I could finish all content in the game without having to do crazy workarounds to finish missions (okay, maybe once).Incomplete as it might feel, what's present in Cyberpunk 2077 can be fun. Depending on the playstyle, the basic gameplay loop can be pretty rewarding for quite a few hours, particularly if you can jive with the main narrative from a storytelling point of view.Speaking of the story, I would venture to say that the main selling point of the whole shebang is the plot. It's interesting, it's more or less well narrated and structured and the interactions between the main cast and the world around them are, for the most part, compelling enough to leave you hungry for more. Hell, I'll say this: Keanu even had me in (very manly) tears a couple of times.Now for some hyper-specific personal recommendations that most people will hate, but hey, who's writing this review?1) Play the game in Japanese with English subs.Don't ask me why, but it works. I never do this in any game, but there's something about the general aesthetic of Cyberpunk 2077 that lends itself to this. Feels much closer to the anime Akira and Ghost in the Shell than Bladerunner and Total Recall. It just makes the whole experience feel much more natural, engaging and immersive than hearing the English voiceovers.2) If on PC, get the mod "Muted Markers".Default loot visibility is weird and annoying, since you have to constantly be spamming your scanner for item markers to pop up and, even so, it glitches out and you might miss important loot. This mod fixes this and is the #1 quality of life improvement I can think of.2b) If on PC, also get the mod "Annoy Me No More".Removes fall damage (come on, people have cyberlegs and can telepathically hack into stuff but they die if they drop from a 20-feet-high ledge?). Other very good quality-of-life fixes that you'll probably want to install are bundled in this very same mod as well.2c) If on PC, also get the mod "Holster by Tap". Whoever designed the holster/weapon cycling for the PC version was a sadist.3) Play a Netrunner.The whole playstyle revolves around hacking people and devices while remaining more or less away from the action. It starts out a little slow and it's a bit gear-dependant, but, after a while, the way you can control and dominate multiple enemies instantly and safely with quickhacks becomes pretty fun and unique to this game so it's probably something you want to experience to some extent in your playthrough.4) Play a time-stopping Samurai.Grab a katana, the Qiant Sandevistan Mk. 4 "Warp Dancer" cyberware (don't punch Fingers!) and 3 Sandevistan heatsinks. This is one of (if not *the* most) fun builds in the game. If on PC, there's an essential mod that really fixes the mechanics in this build to what it should've been by default: it's called "Better Melee". It contains not only fundamental fixes, but it there's also a module that gives Mantis Blade functionality (basically a leap-to-enemy attack) to any melee weapon, which makes katana builds super fun. Very highly recommended.4b) If on PC, get a trainer that has a 'no cooldown on skills' option.Being able to use your Sandevistan to time-stop constantly, combined with the "Better Melee" addon turns you into an anime Samurai. Freezing time, rushing a room slashing through and leaping to every enemy and thawing time to watch them all get dismembered simultaneously is oh-so-satisfying.6) Play a knife-throwing ninja.By default, the knife-throwing system is ridiculous and unusable, but if you're on PC you can get a mod called 'Enhanced Throwing Knives' that makes knife-throwing absolutely viable as a build and while the stealth shenanigans are not great in the game because of AI and the skill tree, it's still fun and a decent option if you prefer a less direct approach.;7/10;15 September 2021;9 out of 14 found this helpful.
CD Projekt RED;Cyberpunk 2077;Worth the wait;The game was definitely worth the wait, plays and looks really good and the storyline is written really good huge props the CD Projekt red;10/10;10 December 2020;36 out of 73 found this helpful.
CD Projekt RED;Cyberpunk 2077;It is playable and there is nothing completely broken, but it is also a huge buggy mess man;(REVIEWS AT LAUNCH) Honestly there isn't really a big thing that separates this game from other first person shooters. This isn't WITCHER 3, which had a huge lore and amazing world building to it. Witcher 3 has elements of other stuff but it is mostly its own thing in terms of weapons, magic, and story.Cyberpunk 2077 is basically Matrix mixed with Deus Ex, mixed with Bladerunner, mixed with Butcher Bay, and a little bit of Witcher 3's level system.The shooting is fine but I prefer Rage 2's shooting system. The one thing people will say about this game AT LAUNCH is the funny and sometimes gamebreaking glitches that happen. An example is. I plugged myself into a machine to hack it and then I froze and couldn't do anything, I've seen cars float in the air, dead bodies buried half into the cement ground, dead enemies disappearing after dying, enemies who are alive but just stand there looking at you, enemies getting their limbs stuck on a door and they begin convulsing, enemies who can disappear disappear underneath cars and get stuck there, and so much more.Oh boy, CD RED will probably fix these issues but yea, most people are right when they are talking about the problems. THIS GAME NEEDED ANOTHER 6 months - 12 months of development time. Honestly it should had never been released for PS4 & X-Box One because those are basically unplayable slideshows. This is a PC review using a GTX 2080S.The graphics are a mixed bag, the lighting, guns, and cars look good enough, but MY GOD the characters faces are a blurred mess. It seriously look like early PS3 faces. The characters tattoos are a huge ugly pixilated mess. It is unbearable to look at. The textures on the wall, candy machine, items in shop, posters all over the cities, and newpapers are completely horrible. It looks so pixilated.Overall at Launch I would say it is still a 7/10 because the world is big enough and the shooting is decent, just have a camera nearby because I have been taking pictures of glitches to show people.;7/10;11 December 2020;15 out of 29 found this helpful.
2K Games;Borderlands 3;Get ready to joypuke your face off...and roll your eyes.;May 2020 Edit: Borderlands 3 earns an additional point for it's outstanding post launch support. It's quality and frequency of updates are overall very good. These include: It's 15$ side story DLCs all 4 of which are more entertaining and pleasent compared to the main story. It's free events, raids and raid bosses, new missions, gameplay fixes, general content updates, weapon and skill buffs, level cap increases, limited time items, and of course a huge variety of new legendarys with some very clever and interesting new unique effects. Then there's whole new game features such as new skill trees giving basically 33% more versatility to each character, new item machines, an aniontment re roll option, new mayhem modes, the arms race game mode, that borderlands science thing, ect. This is on top of a game that already came out with a solid wealth of content.The only minor thing I'm disappointed with is the character updates. Borderlands 2 and PS had two DLC vault hunters, this game has none. While especially with the 4th skill trees the BL3 VHs have better variety than the BL2 VHs, they have all played pretty much the same since launch. If they can introduce another more exotic skill tree for each character and easier than that start doing new things with class mods, that I believe would make up for having only 4 characters. Still a pretty small complaint. This game has reached a whole new level of GUN P*RN. Well done devs, honestly.Review at release (8/10): Borderlands 2 was big leap forward from BL1 in story AND gameplay. Borderlands 3 is a step up ONLY in gameplay. Borderlands 3 is probably the most satisfying and punchy feeling FPS's I've ever played. With 4 different classes, tons of creative abilities, and an insane variety of core weapons along with legendaries with unique and goofy effects, the game is pretty much flawlessly executed in terms of being a fun first person shooter.Unfortunately BL3 clearly has lost most of it's writing talent from it's predecessor over the 7 years in between the games. The story is coherent enough, but it's held back by a pair of bad villians who you don't want to kill as much as you want them to shut up. Many old characters either don't return or are left out. I was esspecally disappointed that you only get to hang out with "The B team" (Mordicai, Brick, and Tiny Tina) at one minor point in the story. New characters are a mixed bag, but one negative highlight was Ava, a petualant and annoying pre-teen who is given way too much power and screen time for no reason. It's sucks they couldn't stike the right balance between good old and new characters like BL2 did.It's disappointing Gearbox could not follow up to one of my top 5 all time games with a better story, but it's hard to be mad when pretty much everything else is a slam dunk. Btw endgame is also superb, unless you're a raid boss fan.;9/10;10 November 2019;5 out of 7 found this helpful.
2K Games;Borderlands 3;Great, but has some bugs;I haven't completed the game yet, but I'm level 19 and can say it's quite fun. It has a few problems. Multiplayer is quite buggy, and will freeze sometimes. There are returning characters and all sorts of cool ways to destroy enemies. A little complaint I have is the villans here. They are a little weak, they can be a little intresting I guess, but they can't beat Handsome Jack at all.The gunplay is different feeling and still good. They combat mechanics are similar to Destiny, but this is a way better game than Destiny. It's just the combat that is similar. A great game, fun for everybody. However i recommend playing borderlands 2 first if you haven't, so you can appreciate the characters more. If your a borderlands fan you won't be disappointed. I give it an 8/10;7/10;14 September 2019;8 out of 13 found this helpful.
2K Games;Borderlands 3;Best Borderlands;This is the best of this series. The only reason i didn't give it a 10 is because it is not perfect. However, it is pretty close. The new quality of life improvements are great, gameplay is tight, and the story is very good. However, the main antagonists are not nearly as good as Handsome Jack, they try, but they dont quite get there. I will say, if the dlc finds a way to bring Jack back this game may hit a 10.;9/10;15 November 2019;8 out of 14 found this helpful.
2K Games;Borderlands 3;Awesome game but ...;The game just dropped so it has some glitches but the game is still awesome;9/10;16 September 2019;4 out of 7 found this helpful.
2K Games;Borderlands 3;4 Stars out of 5 Stars;Directors Cut: (excludes Moxi's Heist of the Handsome Jackpot, Guns Love and Tentacles, Bounty of Blood, and Psycho Krieg and the Fantastic Fuster-Cluck, as I already reviewed all 4 dlcs on their own seperate Imdb pages)After beating Tales of the Borderlands, my friend and I jumped right into this game a day afterwards, and lemme just say. it was whiplash for sure. Bringing back characters like Claptrap with a new voice actor really bummed me out. Just didn't feel like Claptrap anymore, and actually kind of found him unfunny (unlike literally every other Borderlands game). I was also not entirely used to the new mechanics in this game, as it really does feel a lot different compared to the other 3 games (1,2, and the Presequel). They also introduced new villains who gain a huge cult following among the bandits. so much in fact, they become a cult that will do whatever they say. At first, I wasn't a fan of the brother/sister duo. I actually didn't really care at all. but soon, I found them to be pretty messed up and funny. The game does a lot of stuff right, like giving you more ways to enhance your character, finally letting you able to travel to different planets that isn't Pandora or it's moon Elpis, upgraded graphics/mechanics, so so so so many different types of guns. it's definitely far from bad. But I also didn't find the story to be as amazing as its predecessor, Borderlands 2, and that COULD be because Handsome Jack is no more, but it also could be because the game just isn't as greatly written as well. I'm not entirely sure, but it's still a great Borderlands adventure. The dlc, like mostly all of Borderlands dlc, is a must play too. The Directors cut extra content, like Arms Race was boooorrriingg, like who the hell wants to play Borderlands battle Royale? Definitely not me. All of the other extra missions the directors cut gives you is fun, although not very important in the overall plot, but enjoyable. In all, Borderlands 3 was fun, but 100 hours of gameplay is a lot, and it's also not on the same level as Borderlands 2, but still a must-play installment in the Borderlands machine.;8/10;5 July 2022;0 out of 0 found this helpful.
2K Games;Borderlands 3;It's brilliant;Don't take notice of any negative reviews on here.the game had a few snags on release but many are patched and fixed now.its an absolute gem of a game.i choose zane as my first character and he's really useful.;10/10;29 September 2019;5 out of 16 found this helpful.
2K Games;Borderlands 3;Best game of the franchise.;Very addictive.cant put it down. It's awesome in every way possible.;10/10;30 September 2019;4 out of 13 found this helpful.
2K Games;Borderlands 3;Doesn't reach the heights of the previous games;The core gameplay mechanics work beautifully, shooting hasn't felt this amazing in a borderlands game before, the ability to slide and mantle onto ledges makes the core loop of shooting and looting even more satisfying than the previous games. But unfortunately those new additions can't save the game from poor pacing and a lackluster story that leaves much to be desired, mix that with really forgettable villains and a horrible mid section on eden 6 that last far too longBorderlands 3 definitely went the wrong road in story but the right direction in gameplayIf you're like me who loved the story of borderlands 2 you won't find that here If you're someone who is here for just the story and a laugh then it's definitely the game for youPros: Fantastic loot Movement system is a major step up New vault hunters are all a welcome additionCons: Boring story Empty worlds Poor pacing and mid section;6/10;25 October 2019;20 out of 23 found this helpful.
2K Games;Borderlands 3;Amazing gameplay but..;Ive been a huge borderlands fan, this game did not disappoint the gameplay is flawless but there are fps drops i dont get as many anymore. There is also a cloud save bug which makes you loose gameplay but other than that the game was perfect.;10/10;25 September 2019;3 out of 9 found this helpful.
2K Games;Borderlands 3;Loves it;I loved BL, BL 2 was adequate and did not care for the pre sequel but this is like the first all over again and being able to go to different worlds is awesome. What draws me in is the funny. The little quotes that you would expect to hear from slapstick comedy or something said that is relevant. This kind of stuff just cracks me up just out of nowhere quotes that leave you thinking what does that have to do with anything. The different guns are always fun and unique guns are my favorite. Keep bringing the funny and I will always have a place on my console for Borderlands.;9/10;19 October 2019;2 out of 7 found this helpful.
2K Games;Borderlands 3;Bl3 needed 2 more months of work..;Don't get me wrong, this is a popular and fun franchise with some great writing and BIG loot system but with it being a triple A title, the game has the worst performance from any game in the series. From terrible Frame rate issues to extremely slow and laggy menu loading screens, these are just the tip of the iceberg of problems. I would have been happy to wait an extra couple of months for the team to release a stable product..;7/10;17 September 2019;12 out of 24 found this helpful.
2K Games;Borderlands 3;Slightly disappointed;I love Borderlands. I love Borderlands so much, I got into its lore. The Borderlands series has a pretty good storytelling and gameplay to the point where I got sick of it, but keep coming back to it. I was hype when the 3rd game was announced because we haven't had a Borderlands game in a while for about 7, 5, or 4 years. The only thing that was turning me off was the controversy behind this game which made me a little worried. Then the reviews came out, I heard it was the best, it was the worst, it was mediocre at best, and I don't know how I feel about it. I got spoiled about a certain scene which left me disappointed. So finally during Christmas, I got the game.I do enjoyed the up-step gameplay they introduced, making the whole game more fun. The player's menu is something I'm trying to get used to since this is a new game. The fast-travel is a little issue to me. I don't like the fact that to able to travel somewhere, you have to locate where the fast-travel is to the place you want to good. I have heard about bugs and glitches before I bought the game and they're pretty noticeable. EX: Shooting at a bandit vehicle and makes an explosion sound but no explosion. Although I enjoy the gameplay, I don't like how it's giving me OP weapons everywhere I go. In the previous games, finding powerful weapons is slightly rare but here it's everywhere you loot. In the previous games, you upgrade your class to get better against challenging foes while in BL3, it doesn't feel challenging at all. It makes things too easy and unstoppable.I honestly don't know to explain the story in this game. Is lazy and uninteresting to go through. The main villains of this game is terrible to see and cringy to watch. This story ruins some previous characters of how they are and has ALOT of plotholes. After looking at Tales of the Borderlands and the Pre-sequel story, I thought the story would be better but nope they dumb it down.;5/10;17 February 2020;7 out of 10 found this helpful.
