;COMPANY;GAME;COMMENTARY TITLE;COMMENTARY;RATE;DATE;GENERAL OPINION ABOUT THE COMMENTARY
197;Blizzard Entertainment;Overwatch;A Perfect Multiplayer Game;Overwatch is a multiplayer game that can be enjoyed casually, competitively, alone, with friends, for 20 minutes, for 6 hours, it doesn't matter. It constantly is updated and changed giving a new meta to the game frequently. This makes for constant change, constant change allows for new heroes and new maps to come frequently as well. However the lack of story and other non-multiplayer modes made for an experience that felt like there was always a small piece missing of a massive puzzle. Overwatch despite not having a story offers the best multiplayer mode of any game ever.;9/10;27 April 2020;7 out of 8 found this helpful.
198;Blizzard Entertainment;Overwatch;Full of idiots;The game is good but I got super burnt out after about 200 hours in comp. Having team mates can be stressful because lots of the time they are just bad or argue with each other. I think Blizzard is kind of foolish for not making a TV series or movie of this game as I think their animated shorts are awesome and I think the story could make a pretty awesome cartoon or something, even an anime.;8/10;31 October 2020;9 out of 11 found this helpful.
199;Blizzard Entertainment;Overwatch;overwatch;The best online game and very excited for the second part;7/10;11 July 2020;12 out of 16 found this helpful.
200;Blizzard Entertainment;Overwatch;Great Characters, In-Depth Lore and Backstories. Netflix show I'm waiting for you.;Amazing game with great story expansion potential in many different directions. Whether it is the original Overwatch members coming together, kids that grew up in the Omnic War, villain backstories etc. This game is ASKING for either a movie or a TV series.Best hero shooter I've played so far. Saw the first gameplay trailer in 2014 and instantly looked forward to playing it. 6 years later and I'm still active on it waiting for its story expanding successor: Overwatch 2.;10/10;3 June 2022;4 out of 4 found this helpful.
201;Blizzard Entertainment;Overwatch;So much fun...;...and has upto 3D graphics. No but seriously great game, amazing game, 10 watches out 10, can't fault those sexy little widowmaker tatties.;10/10;3 June 2021;6 out of 7 found this helpful.
202;Blizzard Entertainment;Overwatch;When life gives you overwatch;You get endless fun and intertainment overwatch is down right amazing good graphis and godly gameplay overwatch two will have gorgeus graphics and a masterpiece story mode Get it;10/10;21 March 2020;5 out of 6 found this helpful.
203;Blizzard Entertainment;Overwatch;Simply Addictive!;I'm going to try to sum Overwatch up. Overwatch is team based combat in which you play with others around the world in many different modes. There is a hero roster with 32 different playable characters all with unique abilities and backstories. Overwatch also has a creative mode in which you can create a game you desire from (The floor is lava to Kill to grow and thousand more modes) and you can play games created by others along with people from around the world. Overwatch is a playground with infinite possibilities. Which hero will you choose?;10/10;5 December 2020;2 out of 2 found this helpful.
204;Blizzard Entertainment;Overwatch;So fun, but we'll never get this one back.;"Overwatch for me personally was one of the most fun games I had ever played of the decade. The years of its popularity, rise and prime were from around 2016-2020. After Jeff had left, things unfortunately went downhill quickly. However, the worst thing they ever did was to COMPLETELY get rid of Overwatch and instead completely make a new Overwatch from scratch and just place the number 2 beside it. I can never forgive the developers and department for doing that. Ever. All they did was come out with a campaign and special improvements. These aspects literally could have all been ADDED to the first Overwatch. What sucks even more is that people that love Overwatch or those that have always wanted to play Overwatch or have never heard, CAN NOT go back to play the first one ever. So basically in todays world now, it's an awkward conversation of someone asking ""Hey is Overwatch cool?"" Then there's a reply of ""Yeah! Overwatch 2 is cool!"" ""No. The first one is what I'm asking about."" ""Oh...there is no first one anymore. It's just Overwatch 2.""If Jeff had still been around, maybe none of this would have ever happened? I don't know, but the mere existence of Overwatch is just gone forever now. The only thing you can do now is reminisce and remember the good ole days you had with the first Overwatch. Hence why I'm writing now about how great it was, because it is the only thing I can do!I will say this. If you wanna play a game that has similarities to the first Overwatch, I highly recommend playing Paladins. It is way more fun than Overwatch 2! The best part is it's FREE!In conclusion, Overwatch, does not simply exist anymore. Such is the fate of an amazing game that was brutally reaped of its benefits. We had fun with it though while it lasted! Rest In Peace Overwatch....";9/10;29 October 2023;2 out of 2 found this helpful.
205;Blizzard Entertainment;Overwatch;Overwatch Game Review;Pros: This game has a lot of characters, which means there are a lot of abilities for you to learn. Also, this game is not hard to understand. Cons: This game community is kind of bad, due to the fact that this game is an online game, so people don't care much about trash-talking, or being toxic. And the price of the game might not suitable for some people. Gameplay: This game easy to understand, basically it is a 6 versus 6 first-person shooting game. And the point of this game is to push the car (payload) to the point that they marked on the map, and the next thing is to capture the point on a map to win the game. Overview of the game: This game is an fps game, included with loot boxes that you can open for the skins inside the game. And this game has a lot of play modes such as arcade, competitive, deathmatch, capture the flag, etc. Moreover, if you are bored with the same kind of gameplay, you can join the finding game section that will let you create your own game mode that you can do any setting that you wanted by yourself. Furthermore, this game has competitive modes that allow you to play this mode to gain rank, and this is the most challenging mode that you can play in this game against other people. If you are in the higher rank, it is mean that you have a higher level of skill play than the lower rank player.;7/10;1 March 2021;2 out of 2 found this helpful.
206;Blizzard Entertainment;Overwatch;It's good;It a younger game a game like call of duty but more kid friendly but still so awsomr;10/10;18 December 2020;2 out of 2 found this helpful.
207;Blizzard Entertainment;Overwatch;Good game but so many toxic people in it;When it first came out it was amazing and I was so excited about it but now the creates are kind of ruining it. It's still good though;7/10;8 November 2018;7 out of 12 found this helpful.
208;Blizzard Entertainment;Overwatch;Dead now;Its kinda just bad. The game was actually really good when it came out but now the creators are just ruining the game.;1/10;28 May 2018;12 out of 68 found this helpful.
209;Blizzard Entertainment;Overwatch;It's worth it.;There are flaws here, there's no point denying it. One is sexualuzation of some of the character that led to some ugly memetic phenomena, which leads us to Overwatch's atrocious comunity. I know it's being handled, but I think that more efforts should be exerted so that the tens of thousands if not millions of players who will join the game when Overwatch one will be free, will be able to enjoy the game with a better comunity. But there's only so much that Blizard can do. So it's on us to do the change.;8/10;23 November 2019;3 out of 4 found this helpful.
210;Blizzard Entertainment;Overwatch;A Unique First Person Shooter I love it;Played Overwatch very excellent game also great graphics and voice work By Cara Theobold(Downtown Abbey) as Lena Oxton/Tracer, Crispin Freeman(Young Justice) as Winston,Chloe Holling's(Petits secrets entre voisins ) as Widowmaker guson(The Black List) as Gabriel Reyes/Reaper,Fred Tatasciore(Trollhunters) as Jack Morrison/Soldier:76, Matthew Mercer(Star Wars:Battlefront II) as Jesse McCree/McCree , Jen Cohn(The Wrestler)as Fareeha Amari/Pharah, Darin De Paul(Star Wars:The Old Republic) as Reinhardt Willhem/Reinhardt,Keith Silverstein(Sonic The Hedgehog) as Torbjorn Lindholm/Torbjorn, Anjali Bihamni(Fallout 4) as Satya Vaswani/Symmetra, Dee Bradley Baker(Star Wars:The Clone Wars) & Jonathan Lipow (The Incredible Hulk) as HamondWrecking Ball,Feodor Chin(TMNT) as Terkatha Zenyatta/Zenyatta, Chris Metzen(Diablo) as Bastion , Lucie Pohl(Red Dwarf) as Angela Ziegler/Mercy ,Paul Nakauchi(Diablo III) As Hanzo Shimada/Hanzo ,Dolya Gavanski(MI-5) as Zarya ,Gwendoline Jonny Cruz(Hitman ) as Lucio ,Josh Petersdorf(Smite) as Mako Rutledge/Roadhog, Chris Parson(Rango) as Jamison Fawkes/Junkrat ,Zahng Yu as Mei-Ling Zhou/Mei ,Charlet Chung(Chuck) as Hana Song/D.Va, Gaku Space(Street Fighter:Assassins Fist) as Genji Shimada/Genji, Aysha Selim(Miraculum) as Ana Amar/Ana, Carolina Ravassa(Grand Theft Auto V) as Olivia Colomar/Sombra, Cherelle Skeete(Cal The Midwife) as Orisa, Sahr Ngaujah(The Blacklist) as Akande Ogindimu/Doomfist, Geneieve O'Reilly(Rogue One, Star Wars Rebels) as Moira O'Deorain/Moira, Matilda Smedius(Bjorn Bear) as Brigitte Lindholm/Brigitte , Jennifer Hale(Mass Effect Trilogy) as Elizabeth Ashe/Ashe and Benz Antoine(The Expanse) as Jean Baptiste-Augustin/Baptiste .Campaign:while there is not a full campaign in April a PVE called Archives(Formerly Uprising) is released which fleshes The Games Lore as well Shorts that are featured at Games-Con and Blizz-Con respectively other than it's not a bad setup also in the game in the dialogue between characters can flesh some things out as well.Multiplayer:Its so Cool to play across all in the world of Overwatch you get as play as the heroes across globe from various places also You can rank and get Gold in competitive play nut protecting controls Points or escorting the payload as well also Quick play is similar as well , also you get awarded loot boxes as well that buys skins, Emotes, and Sprays. also, the arcade has a variety of Modes from Death-match, to 1 V 1 ,Mystery Heroes and Capture The Flag. Overall The Game is really fun and much better than the Overrated Fortnite also it has actual characters and A Unique First Person Shooter I love it and One Of My favorite Blizzard Games 10/10;10/10;25 December 2018;3 out of 6 found this helpful.
211;Blizzard Entertainment;Overwatch;FIX HAMMOND's GOLDEN WEAPON;Please make wrecking ball golden weapon more shouable ok thanks;10/10;4 December 2020;2 out of 4 found this helpful.
212;Blizzard Entertainment;Overwatch;The best game ever for 7 to 100 years od;A good game my 9 year old plays it alot, it's a combination of call of duty and fortnite except fortnite is utter garbage game its $2000 to buy one skin overwatch it like no money it best game ever since 2016. fortnite makes people cry when they lose, really the thing that made me cry was the 800 pounds I wasted on vbucks ( it's a half fortnite review half overwatch) dont buy fortnite buy overwatch..................Got to go;9/10;19 April 2020;2 out of 6 found this helpful.
213;Blizzard Entertainment;Overwatch;Very good game;Very good game plus and minus +good heroes -no minus thanks my comment;10/10;27 November 2018;2 out of 7 found this helpful.
214;Blizzard Entertainment;Overwatch;Ugh...;A great game plagued with an awful, toxic community and needless updates. This game could learn so much from the basicness of Team Fortress 2. All the different abilities do nothing to add to the complexity of the game as many think, they just make it confusing and embrace meta gameplay and shun those who wish to play differently.;6/10;3 August 2021;2 out of 3 found this helpful.
215;Blizzard Entertainment;Overwatch;Great game.;The game was one of the best and most fun multiplayers out there. But with the latest updates it just isnt that fun anymore.;7/10;4 October 2021;2 out of 3 found this helpful.
216;Blizzard Entertainment;Overwatch;A fun game without much content;Overwatch is an entertaining and captivating PvP game that has an interesting and diverse cast of characters in an intriguing world, but fails to actually incorporating any narratives into the game.Whilst it is very enjoyable to play, the game suffers from a lack of balance within the large cast of characters, a poor match-making system and an unfortunately toxic community both in and outside of the competitive scene.The worst aspects of Overwatch is what it lacks. There is no proper progression system where you are properly rewarded for playing the game - instead you play several matches at a time to level up and receive a lootbox, which may or may not reward you with anything that feels rewarding (most of the time it does not). Even with its competitive scene rewarding unique currency, it is a grind to obtain and can only be used to unlock the same golden variation of each character's weapons.The best aspect of Overwatch is, or perhaps it is better to say *was* it's frequent content drops, which included new cosmetics, maps, characters and events that kept the game fresh and enjoyable at least for a limited time. However, now the game has been barren of any real content for years and this only further highlights the flaws with the game.;5/10;23 May 2022;1 out of 2 found this helpful.
217;Blizzard Entertainment;Diablo IV;One Hell of A Journey;"It's done well, for the most part. The writing harkens back to Diablo's original two outings. a gothic, low fantasy miasma of hopelessness and intrigue. Most impressively, this version of Diablo's world feels, well, like a world again. a place with history and tension, rather than a collection of maps strung together to facilitate dungeon delving.Diablo 4 adopts a muted aesthetic and a slow-burn narrative that seems desperate to mimic Game of Thrones or Sony's God of War reboot, but it's constantly in tension with how massively unsubtle the series' worldbuilding has always been. ""It was probably demons,"" would have been an exceptionally useful dialogue choice to have for every person who asked me if I could investigate what happened to their loved ones. And, I'm sorry, I can't take it seriously when a sad quest where I end the life of a tortured man tied to a tree ends by giving me the spear I used as a temporary weapon upgrade.So far, nothing has convinced me the endgame is so brilliant that it's worth stripping everything out of the initial leveling process. The thin storytelling doesn't help either-thankfully you can skip it on subsequent characters. Diablo 4 is a live service game that puts an insulting amount of effort into trying to convince you it's not. It's backwards. trying to build up to the most robust part of itself instead of starting with it. The moment entering a fresh dungeon feels more like a chore than a ride is the moment Diablo loses me, and I've been worryingly close to that feeling in my time with it so far.Diablo IV went from a drudge completed only in service to my professional responsibilities to a pleasure I sought. There's something in Diablo IV that will appeal to you, if you know enough about yourself to find it. I don't know what that is yet, but in the coming weeks, I hope to find out and share it with you.";8/10;6 June 2023;6 out of 13 found this helpful.
218;Blizzard Entertainment;Diablo IV;Diablo IV is....;"I like this game. I played Diablo III for 6 years. I've been waiting for this game for a long time and recently finally got access to it.Advantages: +Graphics +Large amount of content +CharactersNeutral: +- Story +- Large mapI don't like: GameplayWhy did I write the story in ""neutral""? As I said, I played Diablo III for 6 years. I played through this game many times, where at the end Malthael broke the black soul stone, inside of which was Diablo's soul. (I played Reaper of souls) At the end they even say that Diablo is free. This is where the game ends. I thought that Diablo IV would have Diablo himself, but... he just isn't there. He is replaced by a certain Lilith, about whom I am hearing AT ALL for the first time. But I like the plot itself. That's why I wrote the story in ""Neutral"".So, what's next? Ah, ""Big Map"".... Question: ""What's wrong with this? This problem is related to the gameplay, which I don't like at all, and the gameplay is the main component of the game. So what's wrong? Lilith infuriates me. No, no, don't get me wrong, the GAMEPLAY with Lilith is terrible. The fact is that we are following in the footsteps of Lilith, but we NEVER MAKE TIME! NEVER! We constantly find bloody petals, and watch wonderful cartoons of Lilith killing someone. This is okay, but we are constantly going from one end of the map to the other. And at this time we are accompanied by small, but damn strong demons, and it becomes boring to beat small demons for the second hour without moving forward in the story. This is precisely the reason for which I abandoned the passage of Diablo IV.Result: 7/10.";7/10;2 March 2024;0 out of 0 found this helpful.
219;Blizzard Entertainment;Diablo IV;Sold a beta (alpha even?) as full-priced AAA game;"According to D4 Armory website I got over 600h of playtime. Now that out of the way.It is no secret the original producers of the game have left the project some time ago, and despite multiple closed & open betas, early tests, etc. We got an undercooked game. At launch we received:GOOD: * Super fluid combat* Amazing graphics and sound effects. When you hit or cast a spell, the timing and sound just feel right* Good old Blizzard-level top notch cutscenesNEUTRAL: * Soundtrack was overly meh IMO, nothing stuck in my mind, except a single overly eerie WB fight music which is great. But it's a subjective topic, so...* Unlike most people, I'm kinda ok with the lack of trading of leggos & uniques. If done right, this could've been acceptable. I don't have a strong opinion for or against it, yet.* Abattoir of Zir is a nice touch, and kinda brings the Uber-Tristram/torch farming type of grind to endgameBAD:* Overly mediocre but unnecessarily complicated itemization* No resistances... in an ARPG... in 2023!* No ladder-system, again in a live-service ARPG... which relies on seasons!* The horse, oh the horse! Before they fixed it, the horse could drive any sane person crazy with its quirks and bugs and artificial limitations, like cooldown. the horse should have NEVER EVER left the devs' computers in this state to production, it was an abomination.* The end game loop was boring, and still is. Crafting is basically non-existant, ""grailing"" would be a joke. When they make Helltides, Legion Events, ToW stuff attractive, they make them redundant again with the next NMD XP buff or whatever.* Dependence on external websites & apps. yeah, we all want to track mystery helltide chests via a 3rd party site* A backwards step in social features, trading & LFGs via Discord, because in-game would be too comfortable* Boring endgame loop, and with every update they make either the Overworld redundant then fix it and then make it redundant again, in favor of NMDs or lately Uber-Bosses* Sidequests are only for masochistic completionists. You will do the ""same"" cellar prob 100 times. there were a lot of copy-paste there.* Inventory management, stash space, and character limitation. Oh come on, we don't need an infintite stash space as in some other games, or 50 char slots for mules, but 4 stash tabs? For a total of 10 chars? And all of it shared so no muling? What's the point of an ARPG whose core is *items* if you cant store them?* That major facepalm ""we load everybody else's stash into your memory when they're nearby"" tweet. it might have its reasons, but still unacceptable to any developer - and I mean any developer, not just game developers because it's basic data structure and memory management - to release it as it is. Imagine WoW, POE, any MMO or ARPG doing that.* and a ton of other missing usability features: codex & aspect management, missing search features, lootfilter in many places, random max limits on mats.This was mostly the launch state of the game and some problems still remain after 5+ months. I am 100% convinced that if the devs & testers had done more end-to-end leveling tests instead of point tests, they would have realized many, many, many problems and fixed them.The itemization & end-game loop are by far the biggest offenders, IMO in that order.The affixes are very similar to each other and redundant. the DiabLol video hit the nail on its head ""Damage on Thursdays"" meme. First crit & vuln were necessary, then they were supposedly not anymore... but guess what they are still necessary and most other affixes are just there, in a giant vague blur.And second, the white & blue items have absolutely zero use in the game, except until level 2 :P In D2R for example at least white, grey or blue items have a contextual use, as a runeword base, or BIS PVP item or whatever. In D4 they're just litter. The lack of an even the simplest loot-filter makes this worse. I'm still hopeful that they will find a use for these.Yes, yes, they are still working on those, but my main critic point is NOT if current D4 deserves a full AAA price-tag (I paid for the ultimate edition mind you) after so much broad testing, feedback and numerous hotfixes, but IF it deserved the price at launch. If you tell me ""yes, it did"" you're either lying to me or to yourself. So I lost interest and moved on to more polished games. As the saying goes, this is literally more live development than live service: Missing features are brought in after the launch.Tl.dr: Too early, too undercooked. Full AAA price tag completely undeserved, was so at launch and still is IMHO. If Blizzard had taken their time, say 1-1.5 years, this could have been an amazing game. As it stands it's lost many players. Regardless, I'm still full of hopium, instead of copium.";Not Informed;11 December 2023;1 out of 1 found this helpful.
220;Blizzard Entertainment;Diablo IV;An ARPG Masterpiece;This is the best diablo. Not only that but it may be the best top down ARPG ever!Let me give you the rundown of positives and negatives.Positives You don't play diablo for the story, but this diablo has an awesome story that I did not expect to be this good. The cutscenes go HARD. I was very impressed with the story this time around.The voice acting. It is superb especially Lilith and Lorath.Map: the map is massive and diverse. Many different Biomes. The over world events are all diverse and different, never repetitive. The strongholds are a blast and each have their own mechanics and stories. So much to find and do.Runs at a smooth 60fps on series X, and the graphics look stellar. Very next gen feeling game despite being top down.Gameplay: this is why you are here and let me tell you it is the best it has ever been in a ARPG. Addictive, fun, satisfying, and challenging!Character progression and builds: its amazing. I am addicted. It is such a deep rpg. Each class is so different I will never hit the bottom. So mucch depth. Build lovers this is your safe space.quality of life stuff: you can respec whenever with little to no penalty, you can teleport in and out of any place including dungeons to sell loot etc with ease, short load times, and without losing progress.co-op is a blast. I played about half the campaign with a friend and it is seamless and a blast!Negatives The quest markers mess up sometimes. Thats pretty much it.I know many had connection issues but I have never had a single connectivity issue. I get into the game immediately, and have never disconnected or even had much lag. I think its a wifi issue not a diablo issue people are having.So far this is my game of the year for 2023! Get it now!;10/10;13 July 2023;1 out of 11 found this helpful.
221;Blizzard Entertainment;Diablo IV;Hard to Rate- Turning the Tides towards MMO perhaps.;"I have been playing RPGs since Final Fantasy original on NES, the Immortal, Lagacy of the Wizard, etc. So, a really long time.This Diablo was extremely hard to rate. The utilization of the UI is kind of frustrating at first, but has its similarities to previous Diablo entries. This time the inventory uses a slot system measured by a maximum amount of items, where previously it was a grid to measure space and therefore the size of the item would determine your inventory space. There's some changes to navigating the UI as well, which are tedious but soon adaptable.The gameplay is not bad at all. Controls were precise and easy to use. The graphics were great for an overhead RPG. The cosmetics were excellent all around.All this being said, let's talk about the logistics of the game. Previously, the Diablo franchise had used chapters or ""ACTS"" to maintain and divide segments within the Diablo world. Here in Diablo IV, they use one gigantic map. I said, ""okay, I'll go with that."" However, the enemies are packed everywhere. I know that no one likes an empty map, but they should've dialed it back a notch. You were blessed to catch a break sometimes, especially if you were a Necromancer and had skeletons that would constantly run after far away enemies. Furthermore, the dungeons are no longer randomized. You do them once, get the accolade for it, and that's all. You can redo the dungeon, but it isn't any different.The storyline was ookkaayy. The ending was confusing and left you wondering if the whole thing was a setup by ""someone else,"" to not spoil it. The concept of Lillith was great and so was the art. There was one part of the story that I deemed to myself- unnecessary. It involves a snake. I will not go into further detail due to spoilers.I am convinced that Diablo may be turning towards an MMO platform.--To Blizzard--Change takes time. You have a great game here but this is the first MMOish type Diablo release. Let's try convincing players, both veterans and casual, that Diablo is a fit franchise for this. ESPECIALLY since the studio implemented microtransactions now. Anybody can say what they will, but this was a risky decision. Other games like the Elder Scrolls, Final Fantasy, etc, have enough material to create their own universes, due to length of existence and story development. I guarantee you made some previous Diablo players look at it as a ""really?"" I know, because I was one of them. However, I do think you may have pulled it off. You were extremely lucky. Now you just have to merge previous and new generation Diablo players that this is equally acceptable amongst both.All-in-all I think the game made some drastic changes. Were they bad? I don't think so. They're just different.Final Conclusion: You'll be playing a great game, but is it a Diablo game?";6/10;19 June 2023;5 out of 7 found this helpful.
222;Blizzard Entertainment;Diablo IV;"Great gameplay.... ""safe"" writing";"I've taken my time exploring every area, going through the full campaign (and starting Tier III), and doing just about each piece of content. The gameplay itself is well done. The game is fun to play. Story story, though, is not that amazing. It doesn't try anything new, and uses the same tropes from every single ""safe"" fantasy story. It is clear that love and care were taken to make a game that plays well, but the time that could have been spent on more story, doing something new and memorable, etc, was instead spent on making sure there was room for a live service component. I've spent my entire life playing D&D, MMO's, reading fantasy novels, etc and a couple of the characters were decent, but most of the game is just simple tropes to get you from point A to point B so you can start the live service part of the game. Honestly, I took my time leveling, doing the story, watching all cutscenes, and trying to experience everything the first playthrough but I'm not sure how much longer I'll play it after finishing the main story. I've started the ""repeatable stuff"" at the end and it feels hollow. I was in a drought of games to play, with over 10k hours in heavily modded Skyrim in the last 5 yrs, and I don't regret buying it but this isn't going to be that memorable to me in a few months, I have a feeling. Unfortunately, it appears that Activision (I don't call them Blizz anymore) had the story writers spend more time in their formula and making sure there is nothing memorable, funny, or possibly offensive to a single person, rather than writing something truly memorable. The story is just.... meh.";6/10;11 June 2023;7 out of 13 found this helpful.
223;Blizzard Entertainment;Diablo IV;They learned nothing.;"Wasted potential. ~15 years of Diablo 3 development & maintenance, and a few years of Diablo Immortal, yet they learned nothing about what makes a good Diablo game in the 21st century.Instead they tried to cater to the Diablo 2 fossils by copy/pasting all the classes & skills from it, and then charged us full price for the same old cr@p that everyone and their granny has already played for 1000 hours 10-20 years ago.No new classes, hardly any new skills, terrible legendary powers, zero innovation or originality. Tries to be MMO-lite but provides zero incentive for grouping up, and doesn't even have a Group Finder or Lobby Creator, or even a decent chat system.Result: a stale-from-the-start mess with zero replayability, terrible class design and no real endgame to speak of, with players abandoning it in droves.I've dragged Diablo 3 over the coals plenty in my lifetime, but it still kept me playing for ~10 years despite having no mod support - mods being the only reason Diablo 2 stayed popular enough. Diablo 3 gave us vastly improved classes to the point where you felt like you were playing something completely new. That is what Diablo 4 is missing - something new to play.The game director's only skill is copy/pasting & cutting corners from top to bottom. Diablo 3 has no less than 8 fully professionally rendered Cinematics. Diablo 4 only has 2, the rest are rendered in-game in much lower quality.The Bestiary is the same 5-6 boring enemy groups copy/pasted across the entire game. Lycans, Skeletons/Ghouls, Ghosts, Goatmen, human Bandits, Fallen, with the occasional cameo of Wasps, Scorpions, Spiders, Bears/Boars and some varied Hellspawn during timed events. As soon as I heard the phrase ""monster families"" I had a sinking feeling in my gut, but I never imagined how bad it was really gonna be.The Endgame...what endgame? They took the worst of Diablo 3 and somehow made it even more tedious, with the same 4-5 variations of Dungeons being considered ""the endgame"" while you grind your way to max level 100 at a snail's pace.Add on top a bunch of one-time irritating side quests with mostly unskippable dialogue, the same 4-5 copy/pasted random events across the game world, a poor excuse for a timed event called Helltide, and a couple of terribly designed ""world bosses"" that appear without any warning so you never know they're there. Because there's no decent chat function or group finder.The Cosmetic shop is a complete fail because in-game colors are terribly washed out to the point where it doesn't even matter what your toon looks like.The game itself has been completely outdone by a mobile game built around Pay2Win. When a P2W mobile game is more fun than D4, then you know it has failed miserably.You would think it was created by Kathleen Kennedy.";4/10;3 July 2023;12 out of 16 found this helpful.
224;Blizzard Entertainment;Diablo IV;Disappointing, overpriced, basic game;"The game is not worth the 70 price tag.The positive: The design is awesome, Lilith is perfect, the game feels great to play, it is responsive and the attacks have weight behind them. The cinematics.The negative: The history could have been epic and it really felt epic until almost the end... then it just felt like they missed the mark, or were eager to end it.The builds, the way the skill tree is made there is like 5 builds possible max per classes which is very very disappointing.The constant stuttering is something unbearable.The ""AI generated fetch quests""... most side quests feel like they were made by AI.... go fetch this and go to the other side of the map and come back, which never was the point of a diablo game.The gear system is so basic it's disappointing, stripped of everything that makes a Diablo game with the excuse of ""we will bring stuff later"" but still charging full price for an incomplete game.";5/10;11 June 2023;11 out of 19 found this helpful.
225;Blizzard Entertainment;Diablo IV;Conflicted;"This is a hard review because on one hand the graphics, controls, gameplay, music, and story is great. The game just feels good to play.The main issue is the ""always online"" requirement that Blizzard implemented. The issue with this is that for some reason your character will suddenly get stuck in invisible walls, you literally cannot move, suddenly you either get teleported all over the map of if there are enemies around you, your hit detection doesn't work and they just stand there. Eventually when the server is finally able to catch up to you, you are DEAD, DEAD, DEAD!!!Blizzards explanation is somewhere along the lines of ""the server is trying to catch up with you that is why there are invisible walls."" They basically said to fix this teleport out and re-teleport back in. Seriously? Is this how we can fix this issue?I hope one day there is enough demands that Blizzard releases an off-line mode. There is literally no reason as to why you must absolutely remain online at all times except for Blizzard to spy on you like the Chinese Government.Anyways at this state with the servers and the invisible walls and the no hit detection issues, this game is pretty much borderline unplayable. I don't what to give this but when the game is working, it is a 10/10, but because of the issues with server and stuff I just mentioned, I don't know, maybe a 1/10 cus it is unplayable at this STATE.";5/10;8 June 2023;6 out of 16 found this helpful.
226;Blizzard Entertainment;Overwatch 2;From playing with friends to a money cow, (personal opinion after first week of playing);It is more of the same, but different.One of the big selling points of Overwatch have been playing with friends, and making new ones. They have now removed this function completely so you have to find people while playing, which would be fine if everything was working. But I does not. Not only is it hard to find someone that actually talks, but to also find someone in the same skill rating range and that actually tries their best.In addition, a lot of people are being thrown around in the skill rating in places they should not be and with the changes to competitive they are stuck there for way to long ruining the experience of other players.This is some of the thing I personally noticed and wanted to highlight in the hopes of this getting better over time. There are also a lot of other problems with the game, but luckily it seams like they are continually working on improving the gaming experience.;5/10;13 October 2022;7 out of 8 found this helpful.
227;Blizzard Entertainment;Overwatch 2;Could be better;The game itself is alright. However, the game is essentially the exact same thing. Almost immediately we're notified that we won't have the promised pve campaign until 2023, additionally there have been several glitches. It got so bad to the point where one character has been removed from the game! Addition There are glitches where I would get play of the game by doing absolutely nothing... literally. Although I did not like it, they removed the loot box system and replaced it with a shop. The only way to collect free currency is the weekly challenges which only rewards a maximum of 60 coins. If I correctly recalled playing matches rewarded players with 10 coins. It wasn't much but it definitely beats this joke of a system.This game honestly doesn't feel like a sequel to Overwatch. It feels far more like a reboot. While I have enjoyed some aspects of it all in all this has certainly been a let down for me.;6/10;16 October 2022;5 out of 7 found this helpful.
228;Blizzard Entertainment;Overwatch 2;Overwatch should've stayed as just Overwatch!;"When I say that Overwatch should've stayed as Overwatch, it means they didn't have to make a complete, separate game! Alllll the things they had in this 2nd one, could've literally been added in the 1st one. That's all they had to do. Overwatch 2 is NOTHING different nor special in the slightest. Except for a campaign, but that's all you get really. WHY in their mind would they completely get rid of the 1st one?! Now nobody can go back to that game anymore. It just doesn't make sense. ""Hey guys we gotta sequel now, but let's get rid of the 1st one for good measure."" Like what??? Leveling up is not the same as it was, in fact you're not even leveling up at all. It feels empty. It feels like after you play so many hours, you don't feel accomplished, you don't feel like you're progressing, you don't feel like you're moving up in the ranks. Plus, loot boxes don't exist anymore. Now you have to buy coins if you want anything. Plus this game is FREE now? It's so stupid. In Overwatch, you actually felt like you had a place in the game. You felt like you were getting somewhere. You were proud of how far you came to reach your first bronze, silver, gold, platinum or diamond. You competed with your friends. You felt great about receiving loot boxes to see if you would get coins or skins or anything else. Overwatch is dead....it has been dead. And it unfortunately will never come back to the way it originally was. Let's be real here, 2016-2019 was where it WAS REALLY AT.";1/10;12 July 2023;7 out of 7 found this helpful.
229;Blizzard Entertainment;Overwatch 2;A complete joke;Recently they announced that their pve game mode which was literally the entire trailer for the game was cancelled and not going to be developed and the current meta is just apoling to play against. Meaning skill can be part usefulness still has little effects against broken characters and secondly The state the their competitive ranks is disgraceful you can win all 5 games and stay the same rank but loose 1 game and go down by 2, so in my opinion with 500+ hours (mostly ow1) don't get this game it will save you alot of time and money because if you plan on buying skins get ready to remove an arm and a leg.;1/10;18 May 2023;6 out of 7 found this helpful.
230;Blizzard Entertainment;Overwatch 2;A downgrade;"I know 3 stars is low and I still enjoy the game, but recently it just feels like a chore to play the game. It feels like a ranked game even in quick play. The event (mischief & magic) was fun at first but also it's pretty much to prop Hunt. As well, the event rewards were just lazy it was a re-skin, sprays, and voice lines. As well they didn't even fully change the colors of Ana's arms which I know is not a big deal, but just shows the overall laziness. In Overwatch 2 you're not able to get certain skins without a battle pass, paying about $20-$10 for a skin, or spending a ridiculous amount of time to get ""currency"". I would have gone with a lower rating as well, but they do have fun characters and abilities. But my score is so low is because they had something decent and made it worse.";3/10;31 July 2023;3 out of 3 found this helpful.
