EMPRESA;JOGO;TITULO DO COMENTÁRIO;COMENTÁRIO;NOTA;DATA;OPINIÃO DAS PESSOAS SOBRE O COMENTÁRIO
CD Projekt Red;Cyberpunk 2077;A technical Disaster on Consoles;Playing it on PS4, i decided to buy it for PS4 because i was hyped like never before, but i have should waited for PS5, it's unplayable, it feels and looks like a 10 year old game... i will wait for the free Upgrade to play it... P.s.: sorry for my english, i'm not a native speaker, but wanted to write it in english to reach more people.;1/10;10 December 2020;103 out of 172 found this helpful.
CD Projekt Red;Cyberpunk 2077;Better than I expected and hoped;Just imagine, waiting for the game to come out for eight years, and when it does it exceeds all your expectations. There was an indescribable feeling when I just turned it on. Honestly, I actually cried. This is exactly what I wanted to see. Incredible graphics, vast opportunities for the customization of your character, global detailing of the smallest and seemingly unnecessary objects, comprehensible gameplay and of course THE DIALOGUES and their INFLUENCE ON THE GAMEPLAY. At moments moments like this, you understand that you have not waited for this game for so long in vain. There have not been such a number of innovations in a single game for a very long time. This is the new generation Half-life. New engine, awesome visuals, brilliant plot. On the downside of things the game is still pretty raw, since it just came out. But, I believe, gradually, the developers will fix everything, so you shouldn't worry about that too much.;10/10;10 December 2020;57 out of 105 found this helpful.
CD Projekt Red;Cyberpunk 2077;Loved it!;I played this game on release after waiting through its many delays and was happy with how it turned out. For my first time going through the game I chose the Corpo life path which was very enjoyable. My main complaints about the game are the dialogue: each character talks a lot about fictional technology which can really make conversations feel long and boring, the combat: it isn't bad, it's just mediocre, the range of weapons is great the ways you can use them is as well, the hand to hand combat is dreadful(probably the worst in any game ever but it can be avoided), the bugs: now, this is everyone's biggest complaint but personally I haven't seen any game breaking bugs yet and I have played through the whole game, I have only had some minor bugs that I can laugh off. Right, the good parts of the game is definitely the story. I adore the story, it's so interesting and the fact that it can change for people is incredible, it makes the game very replay able and my ending was so satisfying. The start of the game is also great and gave and great feel for it. The middle part was alright, there was some speed bumps which can be expected when squeezing in a lot of information in a limited time. The characters are also amazing. I've heard some people say that Keanu Reeves character, Johnny Silverhand, was dry, but I loved the chemistry between him and V. The other smaller characters where great as well, especially Jackie. If the game was released without any glitches it could have been one of the many greats! 8/10 get past the frame rate and bugs and simply play for the story and characters.;8/10;29 December 2020;10 out of 15 found this helpful.
CD Projekt Red;Cyberpunk 2077;A real work of art.;This review is odd. I can honestly say this game is still broken in some ways. But story wise this might just be 10/10. I played it when it was releaced, from start to finish (including 99% of extra. The game in the beginning was not that bad. People where abit to harsh. This game is huge. Every thing looking hella good. Already on release I would have gave it a 10/10. So now (if anyone is reading this)... I just played thro the entire game again. Diffrent character also a female (was a dude last time). The thing with this story, its so amazing that you make your "own" choices and the choices change the game and how it feels. Alltho you can say its all scripted, yeah ofc it is. But it does not feel like it when you play. The beginning of the game is kinda odd and feels abit rushed but thats only like 1% of the game. If you have not tryed this game and only heard the bad things its perhaps hard to understand but to me: This is one of the best games I have ever played, if not the best "Story based game" I have ever played.Maybe I will comeback in a few years and try it again. But from my 2 times playing the entire game (160+hours ingame). I can only say that this is one hell of a game. Story wise nothing comes close. Thx for reading my ramble. Have a nice day/evening/night choom.;10/10;12 November 2022;8 out of 12 found this helpful.
CD Projekt Red;Cyberpunk 2077;I will stick by this games side until the day I die;Let's get one thing straight, yes this game has bugs and glitches. But that's what updates are for, to fix things. Do you think CDPR wanted to make a game full of bugs? I mean look at Fallout: New Vagas, Skyrim, and hell even the first Red Dead Redemption has many bugs. The people who worked on this took 8 years out of their live to give you entertainment they put their heart and soul into it. They didn't take the short cut like Anthem or Mass Effect: Andromeda. Give this game a chance. If you look past the bugs you'll get an incredible game with an amazing story, stunning graphics, great characters, fun combat, and a blood pumping sound track to listen as you drive in night city. The game isn't in the best place right now. But CDPR will fix it. It even might pull a "No Mans Sky." I don't care if I'm the only person to say this: I love this game.;10/10;27 July 2021;9 out of 14 found this helpful.
CD Projekt Red;Cyberpunk 2077;Cyberpunk 2077 Could Have Been Something Special But Its Still Pretty Good Despite the Bugs;The potential Cyberpunk 2077 had was amazing. Between the marketing material, how amazing the world looked and the hype somehow reaching another level, I pre-ordered and even bought the strategy guide. If you've been following the game, you know how things went upon launch. It was a complete horror show between the backlash from the community and all the memes and videos with some truly mind boggling glitches. CD Projekt Red's stock tanked and the game earned some special company with the infamy it created (Cyberpunk 2076 anyone?). Is it still worth picking up despite all the issues? I would say yes but with a few caveats that I will list below.Are the glitches and performance as bad as you've heard? Yes... Unfortunately they are. I was beyond excited and despite reports of the game being a buggy mess... it only delayed me playing it for a few weeks. I still was tempted enough to fire it up. It crashed on me several times and key components like environments and certain characters took minutes to render instead of being ready instantaneously. I got caught in buildings that were broken enough to let me in but the doors wouldn't open to let me out and I fell out of the map a few times. The phone segments and the driving were the worst. But as much as I could continue to just list flaw after flaw, I did just get used to it and accept it. The game is good enough to overcome and after a trial by fire period, it became an almost non-issue. It was worth it in the end but I can't blame people for being upset or returning the game.I want to get the negatives out of the way so I'll just touch on how the gameplay was overhyped. 2077 was touted as the revolution in open world RPG gaming, as the true game changer and it didn't have nearly as many features as it was advertised to have. It does have excellent elements in it but between building up your character, the missions or how interactive the world was, I had seen most of it before. With the futuristic environment, it was in some pretty packaging but most parts were familiar instead of awe inducing. It was still entertaining but it wasn't something that re-invented wheel for a sandbox mercenary game.Getting to what I did enjoy about the game, Cyberpunk does have an involving story to tell. You get to pick V's origin story (another game element that didn't matter much in the end) but his journey through his ups and downs in Night City has a lot of fun, a ton of action and some surprisingly emotional moments. While it does start with the big heist gone bad (a familiar plot beat if you've played one of these types of games before) but between his relationship with Johnny Silverhand (a fun but vocally stunted performance by Keanu Reeves) and joining up with characters like Panam, Judy, Takemura and River, there's lots to explore and enjoy with their missions and their interplay. The game has a colourful cast of characters and while the main campaign is surprisingly short, with the side missions, gigs and cyberpsycho attacks, there's more than enough content to keep you busy in Night City.The characters actually develop and change with the beats of the story, V's love/hate relationship with Johnny and their dynamic might have been the most unique element of the game. How you can affect the game's story also had an impact. It was cool to be able to take different directions, talk my way out of conflict and pick how to deal with potential friends and enemies throughout the game. While some games champion choice as part of their narrative, Cyberpunk does back up that claim. You can fail missions and the story will keep going, save a life here that can benefit you later or sneak in and out of a compound without having to touch a weapon. You can play it your way and while that's not a entirely fresh idea, it is executed well here.For all the graphical and rendering issues, this world still is beautiful when the game functions properly. Going from district to district, each part of the city is fun to interact with and has fun stylistic shifts. There's a huge disparity in Night City of who lives and works in each area, you can go from the City Center to the Badlands and the environment is completely different. You also have some cool designs from some of the gangs, the maelstrom gang being flunkies who go beyond normal cyber modification to the animals who reject the same modification and become steroid toting hulk knockoffs. There's a lot of variety in the game and you can tell there was a ton of hours put into re-imagining our world in this neon dystopia lens.Despite all the hate and the problems, Cyberpunk is still a game worth spending your time on. The story, characters and the world are worth the investment even if the game was released too early and needed to be cleaned up. I don't blame fans for being outraged, not everyone can afford a top shelf PC or a next gen console (which at this point in time is not readily available either, so if the game is primarily sold on the older systems, its reasonable for people to expect it to work). While games are rarely glitch free these days, these types of bugs are pretty hard to explain away. Give it a shot with some lowered expectations, maybe wait until they've released some of the patches to improve your experience and hopefully you can get it at a lower price point. Unless you've got some impressive gaming hardware, in that case go nuts.;8/10;14 January 2021;9 out of 14 found this helpful.
CD Projekt Red;Cyberpunk 2077;A game that could've been huge.;Cyberpunk 2077 is a game that was obviously conjured up to be a huge platinum, AAA hit and that, for not totally clear reasons, it fell very short of achieving that.The best way I could describe it would be this: imagine that the game was very well thought-out, a lot of resources and creativity put into it to make sure good ideas were concepted and developed, a very solid base laid out in terms of the overarching structure and design of the whole product but that, at some point, the budget was pulled from the game and developers ordered to wrap it up for deployment in the cheapest, quickest way possible with whatever resources they had at the time.The whole game and most individual aspects of it feel wide but not deep. Everything about Cyberpunk 2077 feels fine but very few things feel fully realized.Let's take Night City, the actual place the story takes place in, as an example. When you are in the outskirts of town and you look at the city from afar, it looks majestic. When you get close to that cityscape and look the faces of those very same buildings from a close distance, things start to feel off. When you are down on street level and look up towards the tall skyscrapers all the way from below, it looks amazing but when you actually want to climb or interact with those skyscrapers, you're denied of that. At first glance, everything is nicely-modeled, detailed, realistic, intriguing and inviting but on closer inspection, disappointment takes the wheel. Even the initial quests and introductory areas really conjure up the notion that you're in a vast, unexplored world that's alive and that has a ton of things to see and experiences to enjoy. A few minutes later, however, when you actually walk down the streets of the town and are left to free roam, everything feels incredibly generic and empty. In the first firefight, the level layout is engaging, there are many tactics to approach it and there's a sense of imminent danger. When bullets start flying, you can shoot pieces of plaster and concrete off the walls really allowing you to appreciate a sophisticated and promising physics systems that would make any battle much more interesting and satisfying. Yet all of these promises get diluted very quickly and the rest of the game has nothing to do with the initial impressions.It's hard to put a finger on what exactly creates this disappointing vibe. Whatever the cause, I take a look at the game world and it's very clear that this was set up to be a huge game with a lot of content and high quality subsystems but for some reason this vision was left unrealized. All pedestrians do one thing: walk in a straight line, 90% of the buildings you can't go into, as if they were made of cardboard, highways and avenues are, at times, populated with only one or two cars and so on and so forth.This phenomenon also trickles down to the actual missions and gameplay content. Most side-missions are just 'steal that', 'hack this computer', 'kill this NPC' and they become stale, repetitive, very easily. Also, they have pretty much no impact on anything tangible other than the self-contained experience of completing that mission. Dialogues? More of the same: most conversation choices are absolutely irrelevant and seemingly penned in as an after-thought to create some illusion of player interaction and choice. Even on missions where you are required to do things stealthily, if you don't, the only consequence is the quest-giver saying "hey, you're a disappointment" but rewarding you (albeit with a bit less money) for finishing the mission and calling it complete regardless.Character development? Same deal-o. Yes, there was clearly some thought put into romance routes with different characters but all those scenarios feel like sketches of what they were meant to be. You can romance a character, have sex with them and all but confess your love for them and a couple hours later they are with you on the phone speaking distantly as if you had just met. Skill trees and character customization? Yup! There's like 10, 12 different skill trees and, save a few notable exceptions, they sure as hell don't feel like they mold or specialize your character into anything separate from any other character.Let me beat the proverbial dead horse for the last time: there's this quest, right? One of those staple secondary questlines in modern RPGs you are introduced to very early on in the game, a pursue-at-your-own-leisure type of deal. We all know the kind. In this particular one, you have to fight a bunch of different opponents in street fights and, eventually, reach a big bad boss. When you finally beat him, nothing really happens. Yes, you are given some money. Yes, one NPC says "hey, good job!", but that's it. Even the NPC that hands you the quest and keeps tabs on progress through it all says absolutely nothing at the culmination of it. It's so abrupt and anticlimactic that a lot of people took to Google in search for answers having the same thoughts: "the quest must have bugged out" or "there must be a glitch where the dialogue for the finishing of the quest didn't trigger". But no: it's just the way it is haphazardly implemented.There's definitely a pattern: the foundations for most aspects of the game are great and solid but something happened along the way and Cyberpunk 2077 became a rushed, unfinished, empty product instead of an honest labor of love. By the way, this company clearly knows how to make a hugely successful, beautiful game: they've done it with the The Witcher series. It's clearly not a matter of expertise or know-how. What's also clear is that the game was going to be bigger and better than what we actually got.Having said all this, I still believe you should play this game through, at least once, if nothing else, for the main story.From a technical standpoint, we all know the release for this game was awful and unplayable for some people, but as of today, in patch version 1.3 the game is playable. It still is glitchy and frustrating at times, but it's stable: just had literally two crashes in more than 60 or 70 hours of playtime and I could finish all content in the game without having to do crazy workarounds to finish missions (okay, maybe once).Incomplete as it might feel, what's present in Cyberpunk 2077 can be fun. Depending on the playstyle, the basic gameplay loop can be pretty rewarding for quite a few hours, particularly if you can jive with the main narrative from a storytelling point of view.Speaking of the story, I would venture to say that the main selling point of the whole shebang is the plot. It's interesting, it's more or less well narrated and structured and the interactions between the main cast and the world around them are, for the most part, compelling enough to leave you hungry for more. Hell, I'll say this: Keanu even had me in (very manly) tears a couple of times.Now for some hyper-specific personal recommendations that most people will hate, but hey, who's writing this review?1) Play the game in Japanese with English subs.Don't ask me why, but it works. I never do this in any game, but there's something about the general aesthetic of Cyberpunk 2077 that lends itself to this. Feels much closer to the anime Akira and Ghost in the Shell than Bladerunner and Total Recall. It just makes the whole experience feel much more natural, engaging and immersive than hearing the English voiceovers.2) If on PC, get the mod "Muted Markers".Default loot visibility is weird and annoying, since you have to constantly be spamming your scanner for item markers to pop up and, even so, it glitches out and you might miss important loot. This mod fixes this and is the #1 quality of life improvement I can think of.2b) If on PC, also get the mod "Annoy Me No More".Removes fall damage (come on, people have cyberlegs and can telepathically hack into stuff but they die if they drop from a 20-feet-high ledge?). Other very good quality-of-life fixes that you'll probably want to install are bundled in this very same mod as well.2c) If on PC, also get the mod "Holster by Tap". Whoever designed the holster/weapon cycling for the PC version was a sadist.3) Play a Netrunner.The whole playstyle revolves around hacking people and devices while remaining more or less away from the action. It starts out a little slow and it's a bit gear-dependant, but, after a while, the way you can control and dominate multiple enemies instantly and safely with quickhacks becomes pretty fun and unique to this game so it's probably something you want to experience to some extent in your playthrough.4) Play a time-stopping Samurai.Grab a katana, the Qiant Sandevistan Mk. 4 "Warp Dancer" cyberware (don't punch Fingers!) and 3 Sandevistan heatsinks. This is one of (if not *the* most) fun builds in the game. If on PC, there's an essential mod that really fixes the mechanics in this build to what it should've been by default: it's called "Better Melee". It contains not only fundamental fixes, but it there's also a module that gives Mantis Blade functionality (basically a leap-to-enemy attack) to any melee weapon, which makes katana builds super fun. Very highly recommended.4b) If on PC, get a trainer that has a 'no cooldown on skills' option.Being able to use your Sandevistan to time-stop constantly, combined with the "Better Melee" addon turns you into an anime Samurai. Freezing time, rushing a room slashing through and leaping to every enemy and thawing time to watch them all get dismembered simultaneously is oh-so-satisfying.6) Play a knife-throwing ninja.By default, the knife-throwing system is ridiculous and unusable, but if you're on PC you can get a mod called 'Enhanced Throwing Knives' that makes knife-throwing absolutely viable as a build and while the stealth shenanigans are not great in the game because of AI and the skill tree, it's still fun and a decent option if you prefer a less direct approach.;7/10;15 September 2021;9 out of 14 found this helpful.
CD Projekt Red;Cyberpunk 2077;Worth the wait;The game was definitely worth the wait, plays and looks really good and the storyline is written really good huge props the CD Projekt red;10/10;10 December 2020;36 out of 73 found this helpful.
CD Projekt Red;Cyberpunk 2077;It is playable and there is nothing completely broken, but it is also a huge buggy mess man;(REVIEWS AT LAUNCH) Honestly there isn't really a big thing that separates this game from other first person shooters. This isn't WITCHER 3, which had a huge lore and amazing world building to it. Witcher 3 has elements of other stuff but it is mostly its own thing in terms of weapons, magic, and story.Cyberpunk 2077 is basically Matrix mixed with Deus Ex, mixed with Bladerunner, mixed with Butcher Bay, and a little bit of Witcher 3's level system.The shooting is fine but I prefer Rage 2's shooting system. The one thing people will say about this game AT LAUNCH is the funny and sometimes gamebreaking glitches that happen. An example is. I plugged myself into a machine to hack it and then I froze and couldn't do anything, I've seen cars float in the air, dead bodies buried half into the cement ground, dead enemies disappearing after dying, enemies who are alive but just stand there looking at you, enemies getting their limbs stuck on a door and they begin convulsing, enemies who can disappear disappear underneath cars and get stuck there, and so much more.Oh boy, CD RED will probably fix these issues but yea, most people are right when they are talking about the problems. THIS GAME NEEDED ANOTHER 6 months - 12 months of development time. Honestly it should had never been released for PS4 & X-Box One because those are basically unplayable slideshows. This is a PC review using a GTX 2080S.The graphics are a mixed bag, the lighting, guns, and cars look good enough, but MY GOD the characters faces are a blurred mess. It seriously look like early PS3 faces. The characters tattoos are a huge ugly pixilated mess. It is unbearable to look at. The textures on the wall, candy machine, items in shop, posters all over the cities, and newpapers are completely horrible. It looks so pixilated.Overall at Launch I would say it is still a 7/10 because the world is big enough and the shooting is decent, just have a camera nearby because I have been taking pictures of glitches to show people.;7/10;11 December 2020;15 out of 29 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;Thrilling & emotional - simply outstanding!;I've already spent many hours on the main game, completed every ending, every mission and anything there is. It was about time for the big Phantom Liberty expansion!And wow...! Phantom Liberty delivered in every way. The story of it is simply outstanding. Not even hollywood blockbuster can compete with that. If you going to play this for the first time prepare for a game full of action and an emotional rollercoaster. The main game itself was a 10/10 but with the Update 2.0 and PL, CDProjectRed really pushed it beyond amazing. I'm sure to say that we won't get an expansion this good in the next 10 years for any game.Some small bugs in there but nothing that influenced my 50 hours of playing.;10/10;10 October 2023;18 out of 19 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;One of the greatest expansion packs ever made to an already fantastic game.;To start off i'd like to say that Cyberpunk 2077 is my favorite game of all time. Perhaps even my favorite piece of fiction. Everything about this world and its characters resonates with me, and Phantom Liberty is no different in that regard.This expansion tackles a lot of themes already present in the main game, especially with certain characters being direct parallels to already established ones, and it's executed beautifully.The soundtrack fits the world and the events that occur so well, It's hard not to get emotional just listening to it. The visuals are stunning. Just like in the main game, I found myself in photo mode regularly, it's hard to look away from the gorgeous cityscape.The world and the way it's presented was nothing short of perfect. The blimps in the sky with the pictures of the dictator(s), the huge neon screen on the side of the big skyscraper, the hanging corpses on the signs and bridges. The moment you enter Dogtown, you instantly know what kind of place you've just entered.I've also completed all of the new endings and I can confidently say all of them are beautifully written and each one of them is satisfying in its own regard. It was gut-wrenchingly hard picking which path I was going to walk.I'm so happy to see my favorite game become what it was initially intended to be."Let's light up the sky And fade into the night.";10/10;1 October 2023;35 out of 41 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;Good expansion with flaws;This is a pretty good expansion, with a great and emotional story to add to the already emotional story of the main campaign. I think it isn't 100% needed to fully enjoy Cyberpunk 2077 (unlike Witcher 3's Blood and Wine expansion).There are some nice missions in this expansion, and some of the spy stuff reminded me a lot of James Bond and even a little Metal Gear Solid. The new characters are interesting and they all have two sides to them. It makes them all pretty unique.So the main story of this is pretty good, the downside is Dogtown itself. It really doesn't look any different from other parts of Night City, sure it looks a tad bit more "Mad Max" like, but it isn't like Witcher 3's Toussaint map, which was almost the completely opposite of the dark and bleak world of the main game. Dogtown isn't interesting, there isn't anything cool to do there, and I thought this expansion was gonna open up the map more towards the outer top right area (since it was blacked out in the original).Also Dogtown is extremely, extremely small, you can drive through Dogtown in maybe 30 seconds if you were to just go straight. I can't express just how tiny Dogtown is. Just imagine maybe 7 - 10 Night City blocks (squared).Anyways, it adds a new but depressing ending, multiple choice regular endings, and a few cool missions and action set pieces, especially one in an airport (that is all I'm gonna say).9/10 (I recommend fans to play this game, but casual players can probably get through Cyberpunk 2077 without going through this story);9/10;22 November 2023;6 out of 6 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;Absolutely amazing!;I've done everything In cyberpunk, explored everywhere and ive tried to enter every building, done every mission a few times over and i can safely say this expansion is amazing, it adds to everything that made the game amazing in the first place, keanu gets more and amazing lines, idris elba does as well, some side missions had me stuck because i had to kill a character but their voice acting is so good i didnt want to. The new district is so amazing at catching a specific vibe they were going for, it makes you want to keep your gun out but even doing that is scary! And the story of the expansion is so amazing, it gets intense and adds a lot of lore, not just for V, not just for Johnny but the world too. Everything about it is amazing!;10/10;2 October 2023;14 out of 19 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;Phantom Liberty puts spy thrillers on notice;Phantom Liberty is how you do DLC. It compliments but never erases the base game's experience. In fact, for me, Phantom Liberty's shorter, more concentrated length, themes, lighting, sound design, story, and just about every aspect completely eclipses the base game. Phantom Liberty ditches the petty grudges of mega corps and rebellions and ups the ante to the big leagues with assassination attempts on the President of the New United States of America (NUSA) and undercover operations against the tyrant of Dogtown.I cannot praise CD Projekt Red enough for just how deftly they weave espionage, thriller, and, surprisingly, horror so effortlessly that other developers should look on and take notes. Stealth, psychology, battles of sheer will, Phantom Liberty showcases newcomers Idris Elba (as Solomon Reed) and Minji Chang (as Songbird) in such spectacularly heartbreaking stories that will have you by the balls (or ovaries, and, ew, I've made myself uncomfortable).Twists, turns, you'll be exposed to it all, and, just when your nose is pressed right to the screen, CD flips from spy thriller to techno-horror and your expectations for both will never quite be the same (for this, I recommend siding with Reed when it comes, you will not be sorry). Update 2.0 for Cyberpunk 2077 was an apology for the broken state it released in, but Phantom Liberty is a promise to try and avoid those mistakes in the future. If it weren't DLC and 2023 weren't so packed with fantastic gaming experiences, Phantom Liberty would be a serious contender for Game of the Year. Heck, in some places, it still might grab that title.;10/10;5 January 2024;4 out of 4 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;By far the best DLC ever;I, like many people, had a bad experience with Cyberpunk 2077 during it's initial launch, but after these last three years, it's become one of my top favorite games, and Phantom Liberty takes everything I liked, and maxes it out. I can't explain how much I loved it, so try it for yourself if you're interested, there's so much fun to be had. Idris Elba is absolutely fantastic, possibly one of my favorite video game characters that I've ever had the pleasure of experiencing. He's so multidimensional, and it truly adds to the realistic feelings and relationship V has with him. Phantom Liberty has so much side content as well, but I never felt overwhelmed by it, because it was always so much fun.;10/10;10 January 2024;5 out of 6 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;A journey to remember;This game is worth every penny and worth the wait that it took to get fixed. The whole cyberpunk universe is such an amazing experience. Thank you cdproject red for fixing this game. It became one of the most amazing journeys. In a way, the cyberpunk game opens your eyes to real challenges of upcoming technologies and it makes you see first hand how society is related to technology vis-a-vis social interactions. Thank you Mike pondsmith for creating this beautiful world. I would recommend to unlock the secret ending, even if you had to play it 2 or 3 times. Lastly, i would like to point out that even though this game was released in a bad state, the phantom liberty expansion was just a proof how well CDPR were committed to this game. Huge thanks for that.;10/10;23 March 2024;2 out of 2 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;Really?;Cyberpunk 2077 - 59,99 EUR (game with huge map, many activities, rich stories with deep emotions. Around 130 hrs for whole complete, if set max hard difficult of the game).Phantom Liberty - 29,99 EUR (small map, little activities. Around 20-30 hrs of the whole DLC).Disappointment.Also, they could do a kinda romance with that French girl, Aurore Cassel. It was obvious, who was stopping them from doing this? She is very attractive and interesting. More than other DLC characters. But no...If you are thinking about buying it or not, then it's better to watch the walkthroughs and streams of this DLS. It's not worth it, to me.P. S. This is not a hint to increase the price of the game itself.;Not Informed;4 October 2023;7 out of 80 found this helpful.
CD Projekt Red;Cyberpunk 2077: Phantom Liberty;Escape from cyber New York?;Well this has been done before... hmm let's see..Kurt Russell ... John carpenter... names ring a bell? The game designers put their own spin on it but it's still the same thing..old news.. The gaming community should've moved on from this game 5 years ago..while they are content to play a game that was broken and wait 5 years for a lazy company to fix it.. I'm not...this addon features one good thing.. idris Elba ... guy is the man. Other than him it stinks... this game should receive a proper burial. Maybe work on cyber2 or Witcher 4?while you prey on gullible people to pay and wait for updates.. I'll continue to buy finished products ... THAT ARE GOOD ..stop ripping off old classic movies..peace..;6/10;8 March 2024;1 out of 12 found this helpful.
Ubisoft;Assassin's Creed Valhalla;Good/underwhelming;This was a beautifully made game. Amazing graphics, good ideas, brilliant design and colours and textures. The story was good, tedious at moments but very enjoyable. It was clever, violent, unpredictable and well paced, which is all I want from an assassins creed game. The ending was good but very unimpressive, for both animus and real world endings. Also I absolutely hate the fact that you have to buy another 3rd of the game offline. Just ridiculous, they make the add ons and extras look so interesting and conclusive and then charge you nearly what the game its self is worth to play them. A big shame.;8/10;3 February 2022;13 out of 18 found this helpful.
Ubisoft;Assassin's Creed Valhalla;Was a great game for 18 hours;I fell completely in love with this game despite the few tiny bugs that I encountered. The gameplay is on point and it a beautiful game. Everything was peachy until the last time I continued the game and ended up loosing 7 hrs of progress due to their save glitches. The game in my opinion is unplayable with it's current bugs.;9/10;15 November 2020;17 out of 28 found this helpful.
Ubisoft;Assassin's Creed Valhalla;More of the same and yet different enough to give it solid 9/10;When I compare AC Valhalla to AC Odyssey I have to admin one thing - while Odyssey represented the ancient Greece with all its beauty and "pristine", AC Valhalla represents Europe's dark ages and England in particular at ITS BEST. You can almost smell the blood & gore, the dirt, the mud, the cruelty and the darkness that ruled Europe between V and XIV century. Ubisoft simply nailed it!The graphics are incredible, I can walk England's fields for hours just watching the environment, the cities or the Roman Empire ruins. The story is griping enough to keep you hooked with memorable characters and there are more than enough side activities to perform in order to make you looking for more of "what's behind that hill" exploration. The combat is fluid and compared to previous AC games a bit different which brings some fresh air. Developing your viking settlement also brings sense into the material grind fest - i.e. plundering middle ages monasteries and also brings the feeling of a "virtual" community you're bound to.I have only few complaints such as: the voice acting - although it's traditionally good, more of the time it sounds like the actors are talking in a large hall rather than in the open field under a treeDifficulty - even at the highest difficulty, the game feels too easy - once you cover the "power" level for a certain zone and exceed it - you start simply feeling like a demigodAll in all - for me AC Valhalla is a solid 9/10 and must play for the fans of the previous games / the Witcher series;9/10;27 November 2020;6 out of 9 found this helpful.
Ubisoft;Assassin's Creed Valhalla;One of the Greatest Assassin's Creed Games Ever!;I've been excited for this game for a long, LONG time. This might shock you, but I really liked Origins and Odyssey. I didn't love those two games, but I can see why both of them won critical acclaim and why they went into the Game Awards for game of the year. Again, I enjoyed those games, but I don't love them. Assassin's Creed Valhalla is simply amazing and exactly what I've been looking for in this new direction they're taking this series.If you don't like RPGs, you probably won't like this game. If you don't like upgrading your character and grinding your weapons to become stronger, you probably won't like this game. If you're like me, someone who's been a fan of this franchise since Black Flag, then this is the type of game that will definitely win you over like it won me over. Assassin's Creed Valhalla is one of the greatest games in the entire franchise. I would go out my way and call it one of my favorite games of 2020.Valhalla makes you feel like a viking, but you can upgrade your character to play like an assassin. Stealth is back and better than I imagined. No, it's not the best kind of stealth and it's not just go up to somebody and assassinate him all the time. Blending in with people? Now that's what I'm talking about, and that's what was lacking from the past two games... and it looks really good.The storytelling is amazing. The gameplay and combat are great. The visuals are great on both the PS4/PS5 and the Xbox One/Xbox Series X. The voice acting is awesome (Come on... it's Cnut from The Last Kingdom playing Eivor? Who would say no?!). The music is masterful. The sound design is awesome. This game is just so awesome!Assassin's Creed Valhalla is definitely a game I recommend to every AC fan and RPG fans. It's one of the best games I've ever played in 2020, it's truly amazing. Even though, in my opinion, the Ezio games are so much better, Valhalla has enough elements to allow you to enjoy it. I wholeheartedly recommend gamers this game to play and enjoy it. 10/10. Amazing game!;10/10;10 November 2020;65 out of 103 found this helpful.
Ubisoft;Assassin's Creed Valhalla;Great game, thanks;AC has given a lot of entertaining hours Valhalla is great;10/10;13 November 2020;19 out of 28 found this helpful.
Ubisoft;Assassin's Creed Valhalla;Fun & Engaging;I have to admit, I haven't visited the franchise in a while, as I didn't play neither of the two previous games. However, I've always been a fan of it for a while, having played 8 out of the first nine installments. As the last game I played was AC Syndicate, the new approach into a more RPG style came to me as a surprise (to be sure), but a welcome one! I am not a person who plays my games for a long time, few games can catch my attention for more than the campaign's duration, but AC Valhalla has been terribly fun, and I've just reached 50 hours of gameplay, although I'm each day more eager to continue exploring the riches of pre-unification England. For sure among the most fun I've had with any open world game. This new style brings a breath of fresh air to the franchise, opening more doors than it closes for the future of the saga. Can't wait to see what the future holds for Assassin's Creed!;10/10;6 January 2021;5 out of 6 found this helpful.
Ubisoft;Assassin's Creed Valhalla;Very fun, recommend for everyone over 13;Storyline if very emmerse and engaging. The combat system can be better but I love it. The graphics are very good and the load times are better than in odyessy. The map is big and I didn't get bored. It doesn't feel like the map is just there for filling like in odyessy where you just get bored. The quests are pretty fun and the cities are fun to explore. I love to build my settlement and just explore the region. There are few sexual content which are mostly just missing but it's just a quick peck on the lips. I originally bought this for my son that is 12 but I enjoy playing it with him and I was playing late at night. Level grinding doesn't seem like grinding anymore and overall awesome;10/10;11 November 2020;13 out of 22 found this helpful.
Ubisoft;Assassin's Creed Valhalla;A good concept lacking in execution;I have been waiting for this game all year and I'm sorry to say I'm very disappointed with it. It almost feels as though it's release was very rushed. The game is full of a lot of "nearly" moments. It nearly meets expectations with various features but falls short. Sadly, the combat is not great. Very clunky fighting. I was a huge fan of AC Odyssey and had high hopes for this game. Sadly it falls short. The worst thing is that there are so many things in this game (raids, battles...) that are so promising but certain things take away from it. The audio during battles is not great. When raiding a village, you expect to hear loud metal clashing, shouting from panicked civilians and war cries. However, the audio during battle scenes is very underwhelming, which detracts from the concept of raiding. Overall, this was a "nearly" game. With such great concepts and things to do, it "nearly" achieved them, but fell short.;6/10;16 December 2020;22 out of 28 found this helpful.
